"","carat","cut","color","clarity","depth","table","price","x","y","z","volume","PA","CA","VA"
"21709",1.5,"Premium","H","SI1",61,60,9820,7.33,7.27,4.45,237.136495,1,1,1
"21710",1.51,"Good","H","VS2",64,59,9821,7.19,7.25,4.62,240.82905,1,1,1
"21711",1.51,"Very Good","H","VS2",62.3,61,9821,7.27,7.3,4.54,240.94234,1,1,1
"21712",1.54,"Premium","D","SI2",59.9,62,9821,7.51,7.44,4.48,250.317312,1,1,1
"21713",1.53,"Very Good","I","VS1",59.3,58,9823,7.5,7.54,4.46,252.213,1,1,1
"21714",3.11,"Fair","J","I1",65.9,57,9823,9.15,9.02,5.98,493.54734,1,1,1
"21715",1.5,"Ideal","I","VS2",60,61,9827,7.39,7.42,4.44,243.462072,1,1,1
"21716",1.5,"Very Good","I","VVS2",63.3,58,9828,7.24,7.21,4.57,238.555828,1,1,1
"21717",1.5,"Good","I","VS1",57.9,60,9828,7.48,7.44,4.32,240.413184,1,1,1
"21718",1.5,"Ideal","E","SI1",61.9,57,9828,7.37,7.31,4.54,244.591138,1,1,1
"21719",1.5,"Premium","I","VS1",61.6,59,9828,7.32,7.26,4.49,238.612968,1,1,1
"21720",1.52,"Premium","E","SI2",58.1,60,9831,7.59,7.53,4.39,250.900353,1,1,1
"21721",1.08,"Ideal","G","IF",62.3,56,9831,6.55,6.59,4.09,176.542805,1,1,1
"21722",1.51,"Ideal","H","SI1",61.3,56,9833,7.4,7.44,4.55,250.5048,1,1,1
"21723",1.51,"Good","E","SI2",63.2,56,9833,7.26,7.32,4.61,244.990152,1,1,1
"21724",1.51,"Premium","H","SI1",61.3,60,9833,7.29,7.33,4.48,239.391936,1,1,1
"21725",1.64,"Premium","J","VS1",60.6,59,9836,7.67,7.61,4.63,270.247081,1,1,1
"21726",1.23,"Premium","D","VS2",59.3,59,9836,7.03,6.96,4.15,203.05452,1,1,1
"21727",1.23,"Ideal","D","VS2",62.3,57,9836,6.86,6.82,4.26,199.304952,1,1,1
"21728",1.23,"Ideal","F","VS1",62.5,54,9836,6.85,6.82,4.27,199.48159,1,1,1
"21729",1.3,"Very Good","G","VS1",62.5,57,9837,6.92,6.96,4.34,209.028288,1,1,1
"21730",1.51,"Very Good","G","SI1",62.9,58,9841,7.25,7.28,4.57,241.2046,1,1,1
"21731",1.05,"Ideal","E","VVS2",61.3,56,9843,6.55,6.59,4.03,173.952935,1,1,1
"21732",1.7,"Very Good","I","SI1",61.8,58,9845,7.55,7.66,4.7,271.8151,1,1,1
"21733",1.09,"Ideal","F","VVS2",62.5,55,9845,6.6,6.52,4.1,176.4312,1,1,1
"21734",1.21,"Premium","F","VS1",61.1,57,9846,6.93,6.89,4.22,201.495294,1,1,1
"21735",1.57,"Premium","I","VS2",62.5,58,9847,7.5,7.42,4.66,259.329,1,1,1
"21736",1.57,"Premium","I","VS2",62.6,58,9847,7.4,7.36,4.62,251.62368,1,1,1
"21737",2.05,"Premium","I","SI2",62.1,59,9850,8.13,8.07,5.03,330.013773,1,1,1
"21738",2.05,"Premium","I","SI2",62,58,9850,8.13,8.08,5.02,329.765808,1,1,1
"21739",2.02,"Very Good","G","SI2",63.3,57,9853,8.03,7.96,5.06,323.429128,1,1,1
"21740",1.53,"Ideal","I","VS2",61.8,57,9853,7.44,7.39,4.58,251.815728,1,1,1
"21741",2.02,"Fair","J","SI2",64.6,55,9853,7.93,7.84,5.09,316.451408,1,1,1
"21742",1.1,"Ideal","G","VVS2",61,56,9856,6.69,6.73,4.09,184.146933,1,1,1
"21743",1.6,"Ideal","G","VS1",62,57,9856,7.47,7.43,4.62,256.419702,1,1,1
"21744",1.56,"Very Good","I","VS1",62.7,58,9857,7.42,7.37,4.64,253.740256,1,1,1
"21745",1.05,"Premium","E","VVS2",59.6,60,9858,6.61,6.58,3.93,170.930634,1,1,1
"21746",1.07,"Ideal","E","VVS2",61.4,56,9863,6.55,6.65,4.05,176.407875,1,1,1
"21747",1.23,"Ideal","G","VS1",62,57,9863,6.83,6.87,4.25,199.418925,1,1,1
"21748",1.7,"Ideal","H","SI2",61.9,59,9864,7.59,7.67,4.72,274.776216,1,1,1
"21749",1,"Good","F","IF",63.2,63,9867,6.24,6.26,3.95,154.29648,1,0,0
"21750",1,"Very Good","F","VVS1",61.1,57,9870,6.36,6.51,3.93,162.716148,1,0,0
"21751",1.11,"Ideal","D","VS1",61.9,54,9870,6.63,6.68,4.12,182.468208,1,1,1
"21752",1.02,"Ideal","F","VVS2",60.9,56,9870,6.54,6.49,3.97,168.505062,1,0,0
"21753",1.13,"Ideal","G","VVS1",59.6,57,9872,6.89,6.81,4.08,191.437272,1,1,1
"21754",1.2,"Premium","G","VVS2",61.2,58,9873,6.84,6.88,4.2,197.64864,1,1,1
"21755",1.21,"Ideal","G","VS2",60.1,57,9873,6.94,6.98,4.18,202.484216,1,1,1
"21756",1.36,"Very Good","D","SI1",59.5,61,9874,7.21,7.24,4.3,224.46172,1,1,1
"21757",1.57,"Premium","D","SI2",62.9,61,9875,7.41,7.37,4.65,253.944405,1,1,1
"21758",1.33,"Premium","G","VS1",62.7,58,9876,7.01,6.96,4.38,213.698448,1,1,1
"21759",1.53,"Premium","I","VS1",62,57,9877,7.39,7.35,4.57,248.226405,1,1,1
"21760",1.21,"Very Good","G","VVS2",60.4,56,9878,6.96,6.91,4.19,201.512184,1,1,1
"21761",1.5,"Good","H","VS1",63.8,61,9878,7.17,7.12,4.56,232.789824,1,1,1
"21762",1.74,"Ideal","D","SI2",59.7,55,9880,7.9,7.84,4.7,291.0992,1,1,1
"21763",1.03,"Ideal","F","VVS1",61.3,54,9881,6.56,6.62,4.04,175.445888,1,0,1
"21764",1.71,"Good","I","SI1",63.2,57,9881,7.49,7.53,4.75,267.898575,1,1,1
"21765",1.04,"Premium","E","VVS2",62.8,58,9882,6.45,6.42,4.04,167.29236,1,1,0
"21766",1.66,"Premium","J","VVS2",62.6,59,9882,7.54,7.58,4.73,270.334636,1,1,1
"21767",1.24,"Very Good","F","VS1",59,60,9885,7,7.07,4.15,205.3835,1,1,1
"21768",1.18,"Ideal","E","VS1",62.4,54,9886,6.79,6.74,4.22,193.126612,1,1,1
"21769",1.75,"Ideal","J","VS2",62.1,56,9890,7.74,7.69,4.79,285.103674,1,1,1
"21770",1.34,"Ideal","G","VS1",62.7,57,9890,7.04,7.1,4.43,221.42912,1,1,1
"21771",1.31,"Ideal","G","VS1",62.2,56,9891,7.01,7.05,4.37,215.967585,1,1,1
"21772",1.31,"Ideal","G","VS1",61.5,57,9891,7.02,7.06,4.33,214.599996,1,1,1
"21773",1.31,"Premium","G","VS1",61.5,59,9891,7,7.06,4.32,213.4944,1,1,1
"21774",1.51,"Ideal","I","VS2",62.6,55,9891,7.29,7.34,4.58,245.069388,1,1,1
"21775",1.51,"Ideal","I","VS2",61.6,54,9891,7.38,7.42,4.57,250.251372,1,1,1
"21776",1.5,"Good","G","SI1",60.2,61,9892,7.27,7.32,4.39,233.619996,1,1,1
"21777",1.51,"Premium","D","SI2",63,62,9894,7.28,7.23,4.57,240.539208,1,1,1
"21778",1.5,"Very Good","D","SI1",63.4,63,9895,7.23,7.19,4.57,237.565509,1,1,1
"21779",1.53,"Very Good","H","VS1",59.5,63,9896,7.44,7.51,4.45,248.64108,1,1,1
"21780",1.26,"Premium","F","VS1",62.7,58,9896,6.86,6.93,4.32,205.371936,1,1,1
"21781",1.04,"Ideal","E","VVS2",62.4,56,9897,6.51,6.47,4.05,170.584785,1,1,0
"21782",1.52,"Good","H","SI1",63.8,60,9898,7.24,7.3,4.64,245.23328,1,1,1
"21783",1.52,"Good","H","SI1",63.6,57,9898,7.25,7.3,4.63,245.04275,1,1,1
"21784",1.76,"Very Good","I","SI2",62,57,9898,7.7,7.74,4.78,284.87844,1,1,1
"21785",1.6,"Very Good","E","SI2",62,57,9900,7.47,7.54,4.65,261.90567,1,1,1
"21786",1.5,"Very Good","E","SI2",60.7,55,9900,7.39,7.44,4.5,247.4172,1,1,1
"21787",1.5,"Premium","E","SI2",61.2,59,9900,7.36,7.41,4.52,246.509952,1,1,1
"21788",1.5,"Premium","I","VS1",62.7,59,9900,7.25,7.3,4.56,241.338,1,1,1
"21789",1.5,"Ideal","I","VS1",61.3,57,9900,7.32,7.35,4.5,242.109,1,1,1
"21790",1.16,"Ideal","G","IF",62.3,55,9901,6.73,6.79,4.21,192.383107,1,1,1
"21791",1.16,"Ideal","G","IF",62,57,9901,6.7,6.73,4.16,187.57856,1,1,1
"21792",1.1,"Very Good","D","VS1",59.7,58,9901,6.69,6.72,4,179.8272,1,1,1
"21793",1.7,"Ideal","I","SI1",62.9,57,9901,7.57,7.5,4.74,269.1135,1,1,1
"21794",1.6,"Ideal","I","SI1",62.4,56,9901,7.52,7.48,4.68,263.248128,1,1,1
"21795",1.7,"Premium","J","VS2",61,59,9901,7.66,7.62,4.66,272.000472,1,1,1
"21796",1.04,"Ideal","E","VVS2",61,57,9901,6.61,6.57,4.02,174.579354,1,1,1
"21797",1,"Premium","F","VVS1",61,60,9901,6.43,6.39,3.91,160.652907,1,0,0
"21798",1.5,"Very Good","F","SI1",62.8,56,9904,7.26,7.33,4.58,243.728364,1,1,1
"21799",1.2,"Very Good","E","VS1",59.4,56,9904,6.94,7,4.14,201.1212,1,1,1
"21800",2.04,"Premium","G","I1",62.4,58,9905,8.17,8.08,5.07,334.688952,1,1,1
"21801",1.26,"Ideal","G","VS1",61.9,55,9907,6.96,6.91,4.29,206.321544,1,1,1
"21802",1.01,"Very Good","F","VVS1",62.1,58,9908,6.37,6.41,3.97,162.101849,1,0,0
"21803",1.5,"Good","I","VVS2",63.3,58,9909,7.24,7.27,4.59,241.593732,1,1,1
"21804",1.56,"Premium","E","SI2",62.4,60,9909,7.36,7.41,4.61,251.418336,1,1,1
"21805",1.3,"Premium","F","VS2",60.4,59,9909,7.06,7.12,4.28,215.143616,1,1,1
"21806",1.57,"Ideal","I","VS2",61.5,56,9912,7.49,7.56,4.63,262.170972,1,1,1
"21807",1.2,"Ideal","D","VS2",62.3,56,9912,6.81,6.78,4.23,195.306714,1,1,1
"21808",1.24,"Premium","F","VS1",60.1,59,9916,7.02,6.99,4.21,206.583858,1,1,1
"21809",1.24,"Premium","D","VS2",59.3,58,9916,7.09,7.03,4.19,208.840913,1,1,1
"21810",1.19,"Ideal","G","VS1",62.4,54,9918,6.78,6.81,4.24,195.768432,1,1,1
"21811",1,"Premium","D","VVS2",63,59,9918,6.38,6.35,4.01,162.45713,1,0,0
"21812",1,"Premium","D","VVS2",59.9,61,9918,6.5,6.42,3.87,161.4951,1,0,0
"21813",1.22,"Ideal","F","VS1",62.3,57,9920,6.79,6.83,4.24,196.632968,1,1,1
"21814",1.23,"Ideal","G","VVS2",62.2,56.1,9921,6.8,6.87,4.25,198.543,1,1,1
"21815",1.23,"Ideal","G","VVS2",62.4,55,9921,6.8,6.88,4.27,199.76768,1,1,1
"21816",1.59,"Very Good","I","SI1",62.4,56,9925,7.46,7.48,4.66,260.031728,1,1,1
"21817",3.01,"Premium","F","I1",62.2,56,9925,9.24,9.13,5.73,483.389676,1,1,1
"21818",1.5,"Ideal","I","SI1",61.5,57,9926,7.4,7.35,4.54,246.9306,1,1,1
"21819",1.54,"Premium","F","SI1",62.8,58,9926,7.35,7.32,4.61,248.02722,1,1,1
"21820",1.01,"Very Good","E","VVS2",61.7,60,9930,6.32,6.35,3.91,156.91612,1,0,0
"21821",1.24,"Premium","F","VS1",58,58,9930,7.16,7.02,4.11,206.581752,1,1,1
"21822",1.11,"Ideal","G","IF",61.9,55,9931,6.64,6.68,4.12,182.743424,1,1,1
"21823",1.03,"Ideal","E","VVS2",61.7,54,9932,6.49,6.52,4.02,170.105496,1,0,0
"21824",1.25,"Ideal","D","VS2",62.6,56,9933,6.84,6.87,4.29,201.590532,1,1,1
"21825",1.17,"Premium","D","VS1",61.7,59,9934,6.72,6.77,4.16,189.256704,1,1,1
"21826",1.2,"Ideal","D","VS2",61.4,56,9935,6.88,6.79,4.2,196.20384,1,1,1
"21827",1.51,"Very Good","E","SI2",62.3,62,9936,7.15,7.26,4.49,233.07141,1,1,1
"21828",1.7,"Premium","J","VS2",62.8,59,9939,7.6,7.55,4.76,273.1288,1,1,1
"21829",1.21,"Very Good","G","VVS2",59.3,58,9942,7.01,7.05,4.17,206.083485,1,1,1
"21830",1.54,"Ideal","I","SI1",63.5,61,9942,7.29,7.33,4.64,247.941648,1,1,1
"21831",1.6,"Very Good","H","SI1",63.2,55,9946,7.46,7.41,4.7,259.80942,1,1,1
"21832",1.5,"Good","H","SI1",64.3,60,9946,7.23,7.14,4.62,238.494564,1,1,1
"21833",1.52,"Ideal","F","SI2",61.9,57,9948,7.33,7.37,4.55,245.800555,1,1,1
"21834",1.52,"Premium","G","SI1",61.6,57,9952,7.4,7.33,4.54,246.25868,1,1,1
"21835",1.5,"Premium","G","SI1",62.9,55,9954,7.28,7.24,4.57,240.871904,1,1,1
"21836",1.21,"Ideal","G","VVS2",59.4,59,9954,6.92,7.01,4.14,200.828088,1,1,1
"21837",1.5,"Premium","G","SI1",60,61,9954,7.48,7.43,4.47,248.426508,1,1,1
"21838",1.5,"Premium","G","SI1",62.9,56,9954,7.34,7.22,4.58,242.716184,1,1,1
"21839",1.22,"Ideal","G","VS2",60.1,57,9954,6.96,7.01,4.2,204.91632,1,1,1
"21840",1.5,"Good","G","SI1",59.7,65,9954,7.46,7.34,4.42,242.023288,1,1,1
"21841",1.01,"Very Good","E","VS1",63.1,56,9955,6.44,6.39,4.05,166.66398,1,0,0
"21842",1.87,"Ideal","J","SI1",62.3,57,9955,7.82,7.88,4.89,301.329624,1,1,1
"21843",1.52,"Premium","D","SI2",59.1,58,9959,7.48,7.45,4.41,245.75166,1,1,1
"21844",1.5,"Very Good","D","SI2",59.8,63,9959,7.44,7.38,4.43,243.238896,1,1,1
"21845",1.56,"Premium","I","VS1",61.7,59,9959,7.46,7.41,4.59,253.728774,1,1,1
"21846",1.52,"Premium","H","SI1",60.1,60,9959,7.45,7.39,4.46,245.54753,1,1,1
"21847",1.5,"Very Good","I","VS2",63.8,59,9960,7.29,7.23,4.63,244.032021,1,1,1
"21848",1.61,"Premium","I","VS1",62.2,58,9961,7.46,7.55,4.67,263.02841,1,1,1
"21849",1.61,"Ideal","E","SI2",61.6,56,9961,7.54,7.62,4.67,268.313916,1,1,1
"21850",1.01,"Very Good","D","VVS2",60.2,58,9965,6.51,6.57,3.94,168.516558,1,0,0
"21851",1.01,"Very Good","F","IF",59.6,62,9965,6.47,6.56,3.88,164.679616,1,0,0
"21852",1.15,"Ideal","E","VS2",61.4,57,9967,6.73,6.76,4.14,188.348472,1,1,1
"21853",2.06,"Premium","F","I1",58.7,61,9967,8.33,8.31,4.88,337.804824,1,1,1
"21854",1.2,"Very Good","G","VVS1",61.8,55,9968,6.79,6.83,4.21,195.241697,1,1,1
"21855",1.65,"Premium","G","SI2",62.2,58,9970,7.62,7.55,4.72,271.54632,1,1,1
"21856",1.53,"Very Good","G","SI1",62.5,56,9971,7.32,7.36,4.59,247.287168,1,1,1
"21857",1.01,"Very Good","F","IF",63.5,59,9972,6.29,6.41,4.03,162.485167,1,0,0
"21858",1.59,"Ideal","I","VS2",61.1,55,9972,7.54,7.48,4.59,258.872328,1,1,1
"21859",1.59,"Premium","F","SI2",60.3,59,9972,7.6,7.55,4.57,262.2266,1,1,1
"21860",1.52,"Very Good","H","SI1",62.5,59,9973,7.26,7.37,4.57,244.523334,1,1,1
"21861",1.58,"Ideal","I","SI2",60.9,59,9973,7.48,7.55,4.58,258.65092,1,1,1
"21862",1.71,"Very Good","H","VS1",63.5,59,9974,7.59,7.52,4.8,273.96864,1,1,1
"21863",1.76,"Ideal","H","SI1",62.2,56,9974,7.73,7.7,4.8,285.7008,1,1,1
"21864",1.51,"Very Good","I","VS1",60.7,60,9979,7.43,7.49,4.53,252.097671,1,1,1
"21865",1.8,"Good","I","SI2",63.2,58,9979,7.66,7.75,4.87,289.10755,1,1,1
"21866",1.32,"Premium","G","VS1",60.6,57,9979,7.14,7.09,4.31,218.183406,1,1,1
"21867",1.32,"Ideal","G","VS1",62.6,56,9979,7.05,7,4.4,217.14,1,1,1
"21868",1.02,"Premium","F","VVS1",60.8,58,9980,6.56,6.46,3.96,167.815296,1,0,0
"21869",1.2,"Very Good","G","IF",59.4,61,9987,6.92,6.95,4.12,198.14728,1,1,1
"21870",1.5,"Very Good","H","SI1",61,55,9987,7.35,7.44,4.51,246.62484,1,1,1
"21871",1.33,"Premium","G","VS1",60.2,60,9992,7.2,7.12,4.31,220.94784,1,1,1
"21872",1.25,"Ideal","F","VS1",61.7,56,9996,6.93,6.92,4.27,204.770412,1,1,1
"21873",1.5,"Ideal","F","SI2",62.9,55,9996,7.28,7.26,4.57,241.537296,1,1,1
"21874",1.5,"Very Good","G","SI1",62.8,57,9996,7.19,7.3,4.55,238.81585,1,1,1
"21875",1.7,"Premium","I","VS2",62.5,58,9996,7.52,7.45,4.68,262.19232,1,1,1
"21876",1.7,"Fair","F","SI2",64.5,57,9996,7.55,7.51,4.86,275.56443,1,1,1
"21877",1.06,"Very Good","E","VVS2",61.8,58,9997,6.52,6.56,4.04,172.795648,1,1,1
"21878",1.54,"Ideal","I","VS2",61.9,55.8,9998,7.38,7.43,4.58,251.136972,1,1,1
"21879",1.23,"Very Good","G","VVS2",62.2,57,9999,6.8,6.87,4.25,198.543,1,1,1
"21880",1.26,"Ideal","F","VS2",61.2,57,9999,6.96,6.99,4.27,207.737208,1,1,1
"21881",2,"Good","G","SI2",64.2,60,9999,7.89,7.81,5.04,310.569336,1,1,1
"21882",1.51,"Good","H","VS2",64,59,10000,7.25,7.19,4.62,240.82905,1,1,1
"21883",1.7,"Ideal","J","VS2",60.5,58,10002,7.73,7.74,4.68,280.005336,1,1,1
"21884",1.03,"Ideal","E","VVS2",60.6,59,10003,6.5,6.53,3.95,167.65775,1,0,0
"21885",1.23,"Very Good","G","VVS2",60.6,55,10004,6.93,7.02,4.23,205.783578,1,1,1
"21886",1.25,"Ideal","F","VS2",61.6,55,10006,6.93,6.96,4.28,206.436384,1,1,1
"21887",2.01,"Very Good","I","SI2",61.4,63,10009,8.19,7.96,4.96,323.354304,1,1,1
"21888",1.21,"Very Good","F","VS1",62.3,58,10009,6.76,6.85,4.24,196.33744,1,1,1
"21889",1.51,"Premium","I","VS2",59.9,60,10010,7.42,7.36,4.43,241.927616,1,1,1
"21890",1.01,"Fair","D","SI2",64.6,58,10011,6.25,6.2,4.02,155.775,1,0,0
"21891",1.05,"Ideal","F","VVS2",60.5,55,10011,6.67,6.58,4.01,175.993286,1,1,1
"21892",1.6,"Ideal","J","VS1",62,53,10011,7.57,7.56,4.69,268.404948,1,1,1
"21893",1.51,"Premium","H","SI1",61.2,60,10012,7.46,7.37,4.54,249.610108,1,1,1
"21894",1.35,"Premium","G","VS1",62.1,59,10012,7.06,7.02,4.37,216.582444,1,1,1
"21895",1.51,"Very Good","E","SI2",63.2,56,10012,7.32,7.26,4.61,244.990152,1,1,1
"21896",1.51,"Premium","H","SI1",61.3,60,10012,7.33,7.29,4.48,239.391936,1,1,1
"21897",1.51,"Ideal","H","SI1",61.3,56,10012,7.44,7.4,4.55,250.5048,1,1,1
"21898",1.53,"Premium","I","VS2",62,58,10013,7.36,7.41,4.58,249.782208,1,1,1
"21899",1.13,"Ideal","F","VS1",60.9,57,10016,6.73,6.76,4.11,186.983628,1,1,1
"21900",1.21,"Premium","F","VS1",62.6,59,10018,6.81,6.76,4.25,195.6513,1,1,1
"21901",1.01,"Very Good","F","VVS1",62.9,57,10019,6.35,6.41,4.01,163.221035,1,0,0
"21902",1.5,"Very Good","G","SI1",60.1,61,10019,7.28,7.4,4.41,237.57552,1,1,1
"21903",1.5,"Very Good","G","SI1",62.1,58,10019,7.26,7.3,4.52,239.55096,1,1,1
"21904",1.04,"Ideal","E","VVS2",62.9,55,10019,6.47,6.51,4.08,171.848376,1,1,1
"21905",1.26,"Very Good","G","VVS2",60.9,56,10020,6.95,7.01,4.25,207.057875,1,1,1
"21906",1.51,"Premium","G","SI1",58.7,60,10020,7.55,7.48,4.41,249.05034,1,1,1
"21907",1.51,"Premium","H","SI1",60.7,59,10020,7.43,7.39,4.5,247.08465,1,1,1
"21908",1.51,"Premium","G","SI1",60.6,58,10020,7.47,7.39,4.5,248.41485,1,1,1
"21909",1.51,"Premium","G","SI1",59.7,58,10020,7.5,7.45,4.46,249.2025,1,1,1
"21910",1.51,"Premium","G","SI1",62,58,10020,7.31,7.26,4.52,239.879112,1,1,1
"21911",1.5,"Very Good","H","VS2",60.9,59,10023,7.37,7.43,4.51,246.963541,1,1,1
"21912",1.12,"Premium","F","VVS2",62.4,59,10028,6.58,6.66,4.13,180.988164,1,1,1
"21913",1.27,"Premium","F","VS1",60.3,58,10028,7.06,7.04,4.25,211.2352,1,1,1
"21914",1.02,"Very Good","E","IF",61.7,60,10029,6.38,6.52,3.98,165.558448,1,0,0
"21915",1.66,"Premium","G","SI2",59.1,58,10030,7.77,7.69,4.57,273.063441,1,1,1
"21916",1.03,"Very Good","F","IF",62.8,57,10032,6.4,6.47,4.04,167.28832,1,0,0
"21917",1.52,"Very Good","I","VS1",62.9,59.9,10032,7.27,7.31,4.59,243.929583,1,1,1
"21918",1.24,"Premium","F","VS1",62.5,58,10033,6.87,6.83,4.28,200.826588,1,1,1
"21919",1.23,"Very Good","F","VS1",62,59,10035,6.84,6.87,4.25,199.7109,1,1,1
"21920",1.54,"Very Good","G","SI1",61.3,59,10036,7.38,7.41,4.53,247.726674,1,1,1
"21921",1.5,"Good","G","VS1",63.6,57,10036,7.23,7.14,4.57,235.913454,1,1,1
"21922",1.22,"Ideal","G","VVS2",62.3,56,10038,6.81,6.84,4.25,197.9667,1,1,1
"21923",1.3,"Ideal","G","VS1",62,55,10038,6.98,7.02,4.34,212.658264,1,1,1
"21924",1.5,"Premium","H","SI1",59,62,10038,7.39,7.31,4.56,246.335304,1,1,1
"21925",1.59,"Premium","I","VS2",60.2,60,10039,7.58,7.61,4.57,263.614966,1,1,1
"21926",2.09,"Premium","I","SI2",60.1,59,10042,8.34,8.3,5,346.11,1,1,1
"21927",1.83,"Premium","I","VS2",60.5,60,10043,7.93,7.86,4.78,297.936444,1,1,1
"21928",1.07,"Ideal","E","VVS2",61.4,56,10043,6.65,6.55,4.05,176.407875,1,1,1
"21929",1.76,"Premium","I","SI2",62,58,10043,7.76,7.72,4.8,287.55456,1,1,1
"21930",1.51,"Very Good","H","VS1",61.5,54,10045,7.34,7.42,4.54,247.261112,1,1,1
"21931",1.5,"Very Good","E","SI1",60.5,63,10046,7.42,7.35,4.48,244.32576,1,1,1
"21932",1.08,"Ideal","F","VVS2",61.6,57,10046,6.57,6.6,4.06,176.04972,1,1,1
"21933",1,"Very Good","F","IF",63.2,63,10046,6.26,6.24,3.95,154.29648,1,0,0
"21934",1,"Premium","D","VVS2",61.6,60,10046,6.41,6.36,3.93,160.216668,1,0,0
"21935",1.03,"Ideal","F","VVS2",61.1,57,10049,6.51,6.54,3.99,169.875846,1,0,0
"21936",1.52,"Very Good","I","VS2",62.3,58,10051,7.32,7.28,4.55,242.46768,1,1,1
"21937",1.77,"Ideal","D","SI2",60.9,53,10051,7.92,7.85,4.8,298.4256,1,1,1
"21938",1.08,"Ideal","F","VVS2",62.1,55,10052,6.57,6.6,4.09,177.35058,1,1,1
"21939",1.2,"Premium","G","VVS2",62.8,59,10053,6.72,6.65,4.2,187.6896,1,1,1
"21940",1.51,"Very Good","H","SI1",63.3,57,10053,7.23,7.34,4.61,244.644402,1,1,1
"21941",1.11,"Ideal","G","IF",61.2,54,10053,6.71,6.73,4.11,185.600613,1,1,1
"21942",1.2,"Premium","E","VS1",60.7,57,10053,6.89,6.81,4.16,195.190944,1,1,1
"21943",1.2,"Premium","G","VVS2",61.2,58,10053,6.88,6.84,4.2,197.64864,1,1,1
"21944",1.71,"Premium","I","VS1",60.3,62,10055,7.76,7.7,4.66,278.44432,1,1,1
"21945",1.89,"Premium","G","SI2",62.9,58,10055,7.87,7.81,4.93,303.020971,1,1,1
"21946",1,"Ideal","F","VVS1",62.3,53,10058,6.37,6.43,3.99,163.426809,1,0,0
"21947",1.07,"Ideal","F","VVS2",62.3,57,10061,6.56,6.58,4.09,176.544032,1,1,1
"21948",1.66,"Premium","J","VVS2",62.6,59,10062,7.58,7.54,4.73,270.334636,1,1,1
"21949",1.53,"Ideal","H","SI1",59.8,59,10063,7.48,7.54,4.49,253.232408,1,1,1
"21950",1.51,"Premium","H","SI1",58,59,10063,7.57,7.54,4.38,250.000764,1,1,1
"21951",1.6,"Premium","D","SI2",61.9,58,10064,7.54,7.49,4.65,262.60689,1,1,1
"21952",1.2,"Premium","F","VVS2",60.5,60,10064,6.98,6.87,4.19,200.921394,1,1,1
"21953",1.09,"Premium","G","IF",61.3,58,10065,6.64,6.6,4.06,177.92544,1,1,1
"21954",1.11,"Very Good","F","VVS1",62.5,59,10069,6.59,6.63,4.13,180.446721,1,1,1
"21955",1.34,"Ideal","G","VS1",62.7,57,10070,7.1,7.04,4.43,221.42912,1,1,1
"21956",1.31,"Premium","G","VS1",61.5,59,10071,7.06,7,4.32,213.4944,1,1,1
"21957",1.31,"Ideal","G","VS1",62.2,56,10071,7.05,7.01,4.37,215.967585,1,1,1
"21958",1.31,"Ideal","G","VS1",61.5,57,10071,7.06,7.02,4.33,214.599996,1,1,1
"21959",2.52,"Fair","G","I1",66.9,57,10076,8.39,8.33,5.6,391.37672,1,1,1
"21960",1.53,"Very Good","H","VS1",59.5,63,10076,7.51,7.44,4.45,248.64108,1,1,1
"21961",1.26,"Premium","F","VS1",62.7,58,10076,6.93,6.86,4.32,205.371936,1,1,1
"21962",1.73,"Ideal","J","VS2",63,57,10076,7.64,7.6,4.8,278.7072,1,1,1
"21963",1.52,"Premium","H","SI1",62.5,58,10078,7.33,7.29,4.57,244.201149,1,1,1
"21964",1.6,"Very Good","H","SI1",63.1,58,10078,7.45,7.39,4.68,257.65974,1,1,1
"21965",1.52,"Good","H","SI1",63.6,57,10078,7.3,7.25,4.63,245.04275,1,1,1
"21966",1.52,"Good","H","SI1",63.8,60,10078,7.3,7.24,4.64,245.23328,1,1,1
"21967",1.19,"Ideal","D","VS1",61.1,57,10079,6.84,6.87,4.19,196.891452,1,1,1
"21968",1.5,"Very Good","E","SI2",63.5,60,10080,7.25,7.21,4.59,239.930775,1,1,1
"21969",1.5,"Ideal","I","VS1",61.3,57,10080,7.35,7.32,4.5,242.109,1,1,1
"21970",1.5,"Premium","I","VS1",62.7,59,10080,7.3,7.25,4.56,241.338,1,1,1
"21971",1.5,"Premium","E","SI2",59.5,55,10080,7.51,7.47,4.46,250.204662,1,1,1
"21972",1.5,"Premium","H","SI1",61.4,58,10080,7.41,7.28,4.51,243.291048,1,1,1
"21973",1.5,"Ideal","H","VS1",61.3,55,10080,7.37,7.34,4.51,243.972058,1,1,1
"21974",1.5,"Premium","E","SI2",61.2,59,10080,7.41,7.36,4.52,246.509952,1,1,1
"21975",0.32,"Ideal","H","VVS2",61.4,54,628,4.4,4.43,2.71,52.82332,0,0,0
"21976",0.35,"Ideal","I","VVS1",61.6,55,628,4.55,4.58,2.81,58.55759,0,0,0
"21977",0.42,"Ideal","J","VS2",62,55,628,4.81,4.87,3,70.2741,0,0,0
"21978",0.34,"Ideal","G","VS2",61,55,628,4.56,4.58,2.79,58.268592,0,0,0
"21979",0.32,"Ideal","G","VS1",61.4,56,628,4.42,4.47,2.73,53.937702,0,0,0
"21980",0.38,"Ideal","E","SI2",62.1,54.1,628,4.64,4.69,2.9,63.10864,0,0,0
